1423,214,Adv Cognitive Neuroscience,PSYS
1424,215,Physiological Psychology,PSYS
1424,215,Physiological Psychology,PSYS
1425,216,Psychopharmacology,PSYS
1426,218,Hormones and Behavior,PSYS
1427,252,Emotional Devlmt & Temperament,PSYS
1428,257,Adolescence,PSYS
1429,259,Psychology of Families,PSYS
1430,268,SL:Fit Kids Applied Research,PSYS
1430,268,SL:Fit Kids Applied Research,PSYS
1430,268,Fit Kids Applied Research,PSYS
1431,271,Intro to Clinical Psychology,PSYS
1432,279,Intro to Health Psychology,PSYS
1433,295,Advncd Fit Kids-Applied Rsrch,PSYS
1433,295,Advncd Fit Kids-Applied Rsrch,PSYS
1434,304,Adv Statistical Methods I,PSYS
1435,306,Analysis of Longitudinal Data,PSYS
1436,315,Biobehavioral Proseminar,PSYS
1437,373,Adult Psychological Assessment,PSYS
1438,376,Cross Culture Clin Interv/Rsrc,PSYS
1439,385,Advanced Clinical Practicum,PSYS
1439,385,Advanced Clinical Practicum,PSYS
1440,389,Internship in Clinical Psyc,PSYS
1441,391,Master's Thesis Research,PSYS
1442,393,Adv Professional/Research Sem,PSYS
1443,395,Advanced Readings/Research,PSYS
1444,396,Behavioral Economics,PSYS
1445,491,Doctoral Dissertation Research,PSYS
1446,305,Pathophysiology/Pharmacology,PT
1447,307,Pro Sem 2:Prep for PT Practice,PT
1448,318,Movt Sci 1: Kinesiology,PT
1449,320,Undrstdng Evidence in PT Pract,PT
1450,322,Adv Evidence Based Pract Sklls,PT
1451,328,Independent Study,PT
1452,330,Psychosocial Issues in Health,PT
1453,340,Patient Mngmt Fndmntl Skills,PT
1454,345,Patient Mgt-Neuromuscular 1,PT
1455,347,Patient Mgt:Cardiopulmonary,PT
1456,371,Clinical Internship 2,PT
1457,372,Clinical Internship 3A,PT
1458,173,Intro to Clinical Practice,RADT
1459,223,Clinical Practicum III,RADT
1460,270,Dosimetry Concepts,RADT
1461,277,Techniques Radiation Therapy,RADT
1462,20,D2: Comparing Religions,REL
1463,21,TAP:D2: Religions in Asia,REL
1463,21,D2: Religions in Asia,REL
1464,23,TAP:D2: What is the Bible?,REL
1465,27,IHP:Integr Humanities,REL
1466,29,D2:Religion and Globalization,REL
1467,85,On the Meaning of Life,REL
1468,95,Introduction to Jewish Studies,REL
1469,116,Judaism,REL
1470,127,D1:Caribbean Religion & Beyond,REL
1471,163,D2:Women & Religion in Africa,REL
1472,190,Teaching Assistantship,REL
1473,195,Rel & Ways of Knowing,REL
1473,195,SU:Rel Prspctvs onSustainablty,REL
1474,197,Independent Study,REL
1475,202,Research in Religion Practicum,REL
1476,224,Studies in Christianity,REL
1477,255,Religion  Nation  and State,REL
1478,297,Religion & Empire,REL
1479,157,Care & Prevent of Ath Injur,RMS
1480,188,D2:Org&Ldrship in AthTrn&Ex Sc,RMS
1481,213,Biomechanics of Human Movement,RMS
1482,250,Exercise Physiology,RMS
1482,250,Exercise Physiology,RMS
1483,298,Undergraduate Research,RMS
1484,1,Elementary Russian,RUSS
1485,51,Intermediate Russian,RUSS
1486,141,Reading Comprehension,RUSS
1487,161,Russian Lexicology,RUSS
1488,197,Independent Study,RUSS
1489,1,SU: Introduction to Sociology,SOC
1490,14,Deviance & Social Control,SOC
1491,19,D1: Race Relations in the US,SOC
1491,19,TAP: D1:Race Relations in USA,SOC
1492,22,Sociology of Sexualities,SOC
1493,32,ISSP: Social Inequality,SOC
1494,49,TAP: Science Fiction & Society,SOC
1495,54,TAP: Health Care in America,SOC
1496,95,TAP:Reproductive Rghts&Pop Pol,SOC
1497,100,Fund of Social Research,SOC
1497,100,SL:Fund of Social Research,SOC
1498,101,Developm't Sociological Theory,SOC
1499,121,SU:Sociology of Disaster,SOC
1500,122,D2:Women & Gender in Society,SOC
1501,188,Teaching Assistantship,SOC
1502,195,International Deviance,SOC
1502,195,Poverty and Policy,SOC
1502,195,Media and Elections,SOC
1503,197,Independent Study,SOC
1504,198,Undergraduate Research,SOC
1505,203,SL:Adv Environ Sociology,SOC
1506,216,SL:Criminal Justice,SOC
1507,220,Internship in Gerontology,SOC
1508,232,Social Class & Mobility,SOC
1509,240,Political Sociology,SOC
1510,260,Sociology of Education,SOC
1511,274,Qualitative Research Methods,SOC
1512,286,SL: Internship,SOC
1513,288,Teaching Assistantship,SOC
1514,297,Independent Study,SOC
1515,298,Undergraduate Research,SOC
1516,1,Elementary I,SPAN
1517,2,Elementary II,SPAN
1518,51,Intermediate I,SPAN
1519,52,Intermediate II,SPAN
1520,101,Composition & Conversation,SPAN
1520,101,SL: Composition & Conversation,SPAN
1521,105,Phonetics & Phonology,SPAN
1522,140,Analyzing Hispanic Literatures,SPAN
1523,143,Intro Lit & Culture Spain I,SPAN
1524,145,Intro Lit & Culture Lat Am I,SPAN
1525,201,Adv Composition & Conversation,SPAN
1526,202,Topics in Spanish Lang Study,SPAN
1527,246,Reading Cervantes,SPAN
1528,269,Latin Amer City in Lit/Film,SPAN
1529,274,Latin American Poetry,SPAN
1530,11,Effective Speaking,SPCH
1531,31,Argument & Decision,SPCH
1532,71,Fundamentals of Debate,SPCH
1533,95,Communicating Masculinities,SPCH
1534,195,Advanced Public Speaking,SPCH
1535,197,Independent Study,SPCH
1536,198,Undergraduate Research,SPCH
1537,51,Probability With Statistics,STAT
1538,87,Introduction to Data Science,STAT
1539,95,D2:Statistics & Social Justice,STAT
1540,111,Elements of Statistics,STAT
1541,141,Basic Statistical Methods,STAT
1542,143,Statistics for Engineering,STAT
1543,151,Applied Probability,STAT
1544,183,Statistics for Business,STAT
1545,191,Independent Study,STAT
1546,200,Med Biostatistics&Epidemiology,STAT
1547,201,Stat Computing & Data Analysis,STAT
1548,211,Statistical Methods I,STAT
1549,221,Statistical Methods II,STAT
1550,224,Stats for Quality&Productivity,STAT
1551,241,Statistical Inference,STAT
1552,251,Probability Theory,STAT
1553,281,Statistics Practicum,STAT
1554,287,Data Science I,STAT
1555,293,Undergrad Honors Thesis,STAT
1556,295,Intro. to Statistical Learning,STAT
1557,330,Bayesian Statistics,STAT
1558,381,Statistical Research,STAT
1558,381,Statistical Research,STAT
1559,385,Consulting Practicum,STAT
1560,391,Master's Thesis Research,STAT
1561,200,Emergency Medicine Research I,SURG
1562,201,Emergency Medicine Research II,SURG
1563,220,Adv Topics Emerg Med Research,SURG
1564,295,Advanced Special Topics,SURG
1565,2,Foundations of Social Work,SWSS
1566,8,SL:Civic Engagemnt&Slf-Reflect,SWSS
1567,58,SL:Civic Engagement&Leadership,SWSS
1568,60,D1:Racism & Contemporary Issue,SWSS
1569,147,D2: Theories in Social Work I,SWSS
1570,150,Independent Study,SWSS
1571,164,Intro Social Work Research,SWSS
1572,165,Iss & Pol in Social Welfare I,SWSS
1573,168,Social Work Practice I,SWSS
1574,171,Field Experience Seminar I,SWSS
1575,173,Field Experience I,SWSS
1576,200,Soc. Justice  Poverty  Inequal,SWSS
1577,212,Social Work Practice I,SWSS
1578,216,Th Found of Hum Beh&Soc Envr I,SWSS
1579,220,Soc Welfare Pol & Services I,SWSS
1580,224,Child Abuse & Neglect,SWSS
1581,229,D2:Soc Work&Disability Rights,SWSS
1582,290,Foundation Yr Field Practicum,SWSS
1583,314,Transformative Social Work I,SWSS
1584,320,Adv Soc Welf Policy Anyl&Prac,SWSS
1585,327,Adv Social Work Research,SWSS
1586,340,Trans. Change in SW Orgs,SWSS
1587,380,SW Public Health,SWSS
1588,390,Concentration Yr Field Pract,SWSS
1589,10,Acting I: Intro to Acting,THE
1589,10,TAP:Acting I: Intro to Acting,THE
1590,20,Fundamentals of Lighting,THE
1591,30,Fundamentals of Scenery,THE
1592,40,Fundamentals of Costuming,THE
1592,40,Fundamentals of Costuming,THE
1593,50,Dramatic Analysis,THE
1594,110,Acting II:Cntmp Scene Study,THE
1595,120,Lighting Design,THE
1596,131,Scene Painting Concepts&Appl,THE
1597,140,Costume Design,THE
1598,190,Theatre Practicum,THE
1599,195,Musical Theatre Dance,THE
1600,197,Independent Study,THE
1601,198,Undergraduate Research,THE
1602,200,Professional Preparation,THE
1603,250,Directing I,THE
1604,252,History II:17th - 21st Century,THE
1605,283,Seminar - Design,THE
1606,297,Independent Study,THE
1607,314,Risk/Behavior in Transportatn,TRC
1608,395,Special Topics in Sust Trans,TRC
1608,395,Special Topics in Sust Trans,TRC
1609,52,SU: Introduction to Vermont,VS
1610,158,History of New England,VS
1611,191,Internship,VS
1612,197,Independent Study,VS
1613,13,Intro to Wildlife Tracking,WFB
1614,15,Wildlife Track Analysis,WFB
1615,161,Fisheries Biology & Techniques,WFB
1615,161,Fisheries Biology & Techniques,WFB
1616,174,Prin of Wildlife Management,WFB
1617,187,Undergraduate Research,WFB
1618,191,Internship,WFB
1619,192,Independent Study,WFB
1620,195,Tracking Wildlife Corridors,WFB
1621,271,Wetlands Wildlife,WFB
1622,275,Wildlife Behavior,WFB
1623,299,Wildlife & Fisheries Honors,WFB
1624,17,The Nature of Proverbs,WLIT
1624,17,TAP: Nature in German Lit.,WLIT
1625,18,TAP: Necropolis: St Petersburg,WLIT
1626,24,Myths & Legends of Trojan War,WLIT
1627,95,Virtue & Violence in CHIN Lit,WLIT
1628,109,D2:Japanese Lit-Premodern,WLIT
1629,110,D2:Clsscl Chinese Lit in Trans,WLIT
1630,195,War Memory and Trauma in- Lit,WLIT
1631,295,Dante,WLIT
